Job Title,Job Description,Rating,Location,Size,Industry,Sector,Founded,salary_avg
data scientist,data scientist tbwachiatday new york join closeknit innovative data science team pioneering use data core component creative storytelling another data wrangling job part one worlds leading creative agencies tbwa data team works closely strategy across global clients new business every day little bit different challenged evolve role data creative process ideal candidate believes creativity data curiousminded approach research problem solving supporting multiple client work streams lead success team agency day day level data scientist responsible collecting data disparate sources merging datasets performing exploratory analyses extracting key insights often develop custom approaches tools expertise r python ownership project essential impact goal responsibilities big picture thinking attention detail solve problemshelp teams make decisionsfind insights perform extraction interrogation data sets multiple platforms perform hygiene quality control steps data sources include web analytic tools media analytics customer databases social listening tools search tools syndicated data research survey tools etc derive key findings observations analyzing various data sources together senior analytics staff communicate findings orally writing primarily internal agency team develop picture customer leveraging data rd party data sources stay abreast industry trends best practices evolving analytics landscape put together slides findings insights communicated cross functional teams requirements years experience programming languages r python sql etc advanced skills excel functions pivots advanced formulasmacros multispreadsheet links competency analytic techniques time series data analysis segmentation univariate multivariate statistical analysis various metrics key performance indicators research test design significance testing variance growth calculations forecasting return investment working knowledge data visualization tools shiny tableau power bi strong written verbal communication skills preferred years work experience marketing analytics related fields advertising direct marketing online marketing loyalty marketing using data solve complex marketing problems basic knowledge marketingadvertisingresearch principles alignment tbwachiatday values ambition create ideas clients lift businesses brands ideas business believe great ideas come anywhere certain attitudes define work important seek culture key tbwachiatday attitudes curiosity openminded ideas wherever come curious people often unafraid change collaboration selfconfidence without big ego work types people integrity say honesty respect dealings people resourcefulness find ways whatever clients people,2.7,New York,1001 to 5000 employees,Advertising & Marketing,Business Services,1968.0,92.5
data scientist,requirements two data scientists rupeshrsquos team years work experience efficient coders heavy python skills experience must pass python test considered big query experience big plus strong sql machine learning tensorflow neural networks deep learning job description look existing code understand follow process code validation going major gcp business transformation look legacy processes code created onprem check new gcp version make sure stable verify results recommend best practices new development create new processes new product development,3.5,Alpharetta,501 to 1000 employees,Consulting,Business Services,2009.0,92.5
data scientist,summaryprovide data management statistical analysis big data environment assist development tools processes manage integrate synthesize large data sets deliver business rules recommendations functional business units product managers responsibilities duties perform analyses development provide data mining large data warehouse environment includes data design database architecture meta data repository creation extensive use data mining data analysis tools review validate data loaded data warehouse accuracy provide technical consulting users data warehouses advises users conflicts inappropriate data usage gather assess business information needs prepare system requirements interact user community develop produce reporting requirements responsible prototyping solutions preparing test scripts conducting tests data replication extraction loading cleansing data modeling data warehouses maintain knowledge software tools languages scripts shells effectively support data warehouse environment different operating system environments make recommendations towards development new code reuse existing code responsibilities may also include participation component data architecture design performance monitoring product evaluation buy versus build recommendations lijs requirements years programmingsystems analysis experience years experience business intelligence stat tools systems strong experience relational database management systems rdbms data warehouse frontend tools extensive knowledge data warehouse data mart concepts experience systems analysis design solid understanding development quality assurance integration methodologies bs computer science related field equivalent work experience technical skills required stat data tools python machine learning sql spark data visualization data cloud tools hadoop aws big data stack spark lambda presto athena kinesis redshift scripting tools linuxunix shell scripts,3.2,Philadelphia,1 to 50 employees,Staffing & Outsourcing,Business Services,1995.0,92.5
data analyst  unilever prestige,data analyst unilever prestige job code location us carson ca corporate hq position type regular fulltime apply data analyst unilever prestige unilever prestige portfolio highend beauty brands wholly owned unilever corporate companies consist dermalogica murad kate somerville ren living proof hourglass garancia recently tatcha active finance community thinks collaboratively across different businesses balance individual business models common processes solutions portfolio search exceptional highly capable data analyst help build central analytics platform prestige brands also perform data analysis position report directly crm director work crossfunctionally data ecommerce operations teams prestige brands role primarily based murad el segundo ca responsibilities build maintain data warehouse using snowflake sourcing data variety data sources across eight prestige brands write data transformation scripts necessary integrate data across prestige brands interpret data cdp ecommerce platforms etc build analysis top datasets understand analyze complex data models tell story data create informative data visualizations communicate data insights business stakeholders define kpis create reports dashboards using large data sets support maintain dashboards data refreshes run complex sql queries prepare data creating predictive models build predictive models adhoc analysis projects qualifications years experience developing analyticsbi applications analyzing data strong sql skills experience microsoft sql server snowflake extensive experience expert level knowledge tableau experience bi platforms plus extensive experience writing scripts extract transform data python sql scripts etl tools experience data models data analytics experience crm cdp familiarity different tools used experience building predictive models sas r skills required exceptional verbal written visual communication skills attention detail structured approach problem solving exceptional analytical skills ability think creatively work well part team individual contributor bachelor’s computer science related field considered role please click apply complete online application please know applications reviewed consideration member human resources team contact experience skills match position,3.8,Carson,201 to 500 employees,Consumer Products Manufacturing,Manufacturing,1986.0,92.5
data scientist,role data scientist location foster city ca hire type months contract job description advanced degree data science statistics computer science similar extensive experience data scientist proficiency r python former preferred indepth understanding sql competent machine learning principles techniques demonstrable history devising overseeing datacentered projects ability relay insights laymans terms used inform business decisions outstanding supervision mentorship abilities capacity foster healthy stimulating work environment frequently harnesses teamwork,4.2,Foster City,51 to 200 employees,IT Services,Information Technology,1995.0,92.5
data scientist,hi greetings day looking data scientist requirement job title data scientist sql python r tableau location manhattan ny duration months plus interview mode ff mandatory description experience requirements years data scientist leading efforts identify relevant questions collect data multitude different data sources organize information translate results solutions communicate findings way positively affects decisions years working sql python r tableau data science programing languages tools strong quantitative problemsolving skills experience passion data wrangling data cleaning etl experience working administrative data sets experience statistical modelling machine leaning analysis experience bayesian analysis proficiency gis concepts software arcgis google maps qgis carto attention detail documenting work processes writing clear instructions technical tasks ability distill complex material actionable recommendations excellent written oral communication skills job duties â develop sql python queries analyze completeness quality key data elements streetsmart including demographics caseload history mental illness diagnoses substance abuse details â develop monitor data cleaning prioritization plan working data analyst dedicated data cleaning â manipulate analyze administrative data order predict outcomes make datadriven recommendations â apply statistical data mining techniques conduct performance audits trend analysis predictive analytics using streetsmart data â collaborate team members develop novel strategies technical analysis â evaluate ethical implications design choices predictive analytics models automated decision support systems â create present compelling reports stakeholders based upon project findings methods â interested kindly share profiles madhaviatimpetususadotcom,4.8,New York,1 to 50 employees,IT Services,Information Technology,2011.0,92.5
data scientist,job description northeast life client great opportunity asafsa years actuarial experience including years predictive modeling ideal candidate would strong project management skills excellent communication good familiarity life underwriting experience study mortality lapse background strongly preferred excel sql r required python tableau plus,4.2,Frederick,51 to 200 employees,Staffing & Outsourcing,Business Services,1989.0,92.5
data  machine learning scientist,passionate precision medicine advancing healthcare industry recent advancements underlying technology finally made possible ai impact clinical care meaningful way tempus proprietary platform connects entire ecosystem realworld evidence deliver realtime actionable insights physicians providing critical information right treatments right patients right time looking machine learning deep learning data science experts passionate applying state art techniques processing integrative analyses vast amounts data ideal candidate significant expertise biomedical clinical domain eager apply skills improve patient outcomes youll analyze integrate large diverse clinical molecular biosignal imaging datasets extract insights drive research opportunities design prototype novel analysis tools algorithms predicting patient outcome treatment response oncology cardiology collaborate product science engineering business development teams build advanced data platform precision medicine interrogate analytical results robustness validity sample stability document summarize present findings group peers stakeholders provide technical leadership expertise across multiple modeling projects qualifications msphd degree quantitative discipline eg statistical genetics cancer genetics machine learning bioinformatics statistics computational biology applied mathematics physics similar years full time employment postdoctoral experience building validating predictive models structured unstructured data outstanding analytical problem solving skills particular focus understanding intricacies molecular multimodal data sets expertlevel experience supervised unsupervised machine learning algorithms ensemble methods pca regression deep neural networks decision trees gradient boosting generalized linear models mixed effect models nonlinear low dimensional embeddings clustering proficient python sql experience following pandas numpy scipy scikitlearn jupyter notebooks machine learning framework tensorflow sagemaker pytorch strong programming skills thrive fastpaced environment willing shift priorities seamlessly experience communicating insights presenting concepts diverse audiences team player mindset ability work interdisciplinary team goal orientation self motivation drive make positive impact healthcare nice haves experience working genomic biosignal clinical imaging data strong peerreviewed publication record kagglecom competitions andor kernels track record experience git matplotlib seaborn html css javascript plotly flask dask docker aws experience working linux mac aws cloud environments experience agile environments comfort quick iterations,3.3,Chicago,501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2015.0,43.5
data scientist,member data science team role responsible providing critical analysis insights help inform optimize digital properties strategy marketing communications programs company partners responsibilities role responsible designing building dashboards data visualizations help business users understand data inform decisions ad hoc analyses also need build selfservice tools business users position requires excellent communication skills experience working directly creative technology teams well wide array business stakeholders understanding web analytics digital marketing must able present findings meaningful clear way also must position requires handson getthejobdone attitude requires ability listen learn extend learnings entire interactive organization understand analytics know help people understand importance analytics enjoy working creatives technologists clearly communicate seniorlevel stakeholders understand internal tools systems extension companys marketing need level quality understand drive issues conclusion key qualifications business skills •seasoned data scientist years experience developing analytical dashboards solutions strategy across digital marketing platforms social ecosystems •indepth knowledge digital analytics data measurement methodologies industry standards •excellent communicator good design sense natural presentations skills weave results narrative business creative teams comprehend easily •selfstarter take project start finish minimal supervision •flexibility deal rapidly changing timeconstrained launch schedules •able balance multiple projects assignments•highly detailoriented organized patient •experience working across different global cultures plus requirements •strong working knowledge sql teradata preferred •extremely proficient tableau data visualization tools •strong working knowledge process automation using scripting language r python •solid understanding fundamental statistical concepts measurement methodologies•web analytics adobe preferred offer work bay area terrific customers large innovative projects highenergy atmosphere exponentially successfully growing company attractive compensation package generous benefits medical dental vision life k section pretax offerings pop fsa plans nb placement staffing agencies need apply work cc time moment able process hb transfers applicants cpt opt visas welcome apply us grid dynamics engineering services company known transformative missioncritical cloud solutions retail finance technology sectors architected busiest ecommerce services internet never outage peak season founded headquartered san ramon california offices throughout us eastern europe focus big data analytics omnichannel services devops cloud enablement,4.0,Santa Clara,1001 to 5000 employees,Enterprise Software & Network Solutions,Information Technology,2006.0,43.5
vp data science,looking vp data science lead data science rd efforts discover information hidden vast amounts data help us build incredible data products joining extremely passionate data science product folks engineers share common interest distributed systems performance scale solving problems software data technologies power insights financial service corporate giants compensation package includes highly competitive salary bonus equity interest valuable business experiences challenges excitement fast growing technology startup company responsibilities lead nurture grow talented data science team lead discovery processes stakeholders identify product requirements expected outcome manage multiple projects parallel oversee completion start finish setting goals project milestones conceptualize plan leadingedge analytic quantitative tools modeling techniques help park data’ clients gain insights improve decisionmaking review internal external analytical techniques identify data available relevant source necessary data collaborate engineering team deploy solutions production make strategic recommendations technology product senior management voice data science internally represent park externally requirements master’s degree top tier university computer science statistics mathematics economics similar quantitative discipline phd preferred minimum years relevant professional experience proven track record leveraging analytics large amounts data drive significant business impact extensive experience data exploration data cleaning implementation advanced statistical machine learning algorithms eg timeseries analysis forecasting clustering advanced classification regression techniques decision trees neural networks deep learning ensemble algorithms well rigorous model validation evaluation excellent interpersonal leadership skills ability develop guide team members deliver actionable results fluency r python modelingmining large data sets using apache spark databricks,3.9,New York,51 to 200 employees,Research & Development,Business Services,2012.0,43.5
senior business intelligence analyst,position overview senior business intelligence analyst responsible turning data knowledge enabling business decisions specific duties include partnering user community create new business intelligence reporting data analysis solutions maintaining existing software systems related business intelligence reporting data analysis identify improvements existing business intelligence reporting data analysis capture develop document data definitions business rules data quality requirements build maintain etl extract transform load integration processes validate data delivered user community ensure compliance protolabs data software policies procedures monitor software systems ensure reliability accuracy information loaded databases maintain documentation related database objects source systems operations conduct complex important work minimal supervision wide latitude independent judgment minimum qualifications years experience working software engineering experience microsoft sql server experience domo experience powerbi experience microsoft sql server reporting service ssrs ability work multiple project concurrently ability manage time effectively strong written verbal communication skills ability work effectively fast paced collaborative environment education requirements bachelor’s degree computer science software engineering related field preferred qualifications previous leadership experience preferred knowledge document databases including raven previous experience microsoft dynamics ax previous experience salesforce software development continuous integration continuous deployment environment proto labs maintains itarcompliant operations united states based facilities due itar regulations role open us citizens lawful permanent residents green card holders foreign nationals granted refugee asylee status individuals temporary visas eg e f h h l b j tn opt eligible hire role proto labs inc affirmative action equal opportunity employer,3.7,Maple Plain,1001 to 5000 employees,Miscellaneous Manufacturing,Manufacturing,1999.0,43.5
data scientist,perduco group linquest company seeking data scientist work team peterson afb colorado springs co successful candidate communicate effectively across teams levels balancing needs requirements internal external customers flexibility ability prioritize changing business environment also key specific responsibilities include identifying necessary metrics creating reports increase understanding mission proactively identifying risks opportunities systemic measurement data scientist detail oriented possess expertise qualitative quantitative analysis passion delivering actionable insights key stakeholders right candidate blend advanced reporting strong critical thinking project management skills success role large impact enabling informed decision making creating datadriven culture required skills advanced sql excel skills familiarity statistics analytical techniques prior experience data modeling understanding fundamental relational database concepts data translation exploration visualization ie tableau quiksight power bi proven problem solving skills project management skills attention detail exceptional organizational skills right candidate thrives high energy environment tactical strategic activities expected driven parallel preferred skills knowledge data visualization exploration tools looker tableau power bi etc proficient dax language proficient python r vba languages strong data extraction analytical problem solving skills required experience masters degree math finance statistics engineering computer science related discipline years dod experience analytical role active top secret clearance preferred experience experience dod space joint force programs experience developing requirements formulating business metrics reporting proven ability solve complex quantitative business challenges excellent written verbal communication skills equal opportunity employer committed providing work environment values respects team member individual important member culturally diverse organization keeping commitment company dedicated providing work environment free type discrimination based upon race color religion national origin ancestry gender pregnancy age sexual orientation gender expression identity covered veteran military status marital status disability medical condition genetic characteristicspolitical affiliation classification protected law commitment policy applies areas employment,3.9,Colorado Springs,501 to 1000 employees,Aerospace & Defense,Aerospace & Defense,2004.0,43.5
data engineer  kafka,western digital® next big thing data seeking highly motivated data management engineers part head operation advanced analytic team silicon valley team focus industrial internet things advanced analytics includes hardware engineers data analysts data engineers machine learning experts develop iiot platform perform advanced analysis engineering data data management engineer responsible developing predictive analytic platforms individual work closely data scientists business users identify evaluate design implement statistical machine learning solutions ideal candidate demonstrates deep passion applying advanced analytic approaches eagerness dig large data sets vision turning disparate data streams cohesive view empowering diverse engineering community essential duties responsibilities focus developing implementing data analytics solutions production able integrate data analytics algorithms factory systems using state art infrastructure open source solutions kafka kubernetes jenkins etc understand challenging business problems develop tools techniques find patterns insights within structured unstructured data generated nanoscale manufacturing environment prototype creative solutions improving product performance predictability able lead others domainit stakeholders crafting implementing smart factory solutions required bs ms computer science computer engineering management information systems new graduates welcome apply previous project management experience willingness develop project management skills major plus possesses ability mathematically model complex problems machine vision learning automation familiarity open source software tools machine learning deep learning image analysis prior container kafka andor spark experience plus experienceproficiency least one programming language eg java c python proficiency statistical analysis tools eg jmp r sas experience analytics hadoop teradata mpp aws redshift desired highly motivated team player strong communication collaboration skills selfstarter willingness learn master new technologies clearly communicate results technical nontechnical audience western digital future it’s western digital we’ve storing world’s data years important thing could data we’re helping world capture preserve access transform data way gamechanging companies consumers professionals governments come us technologies solutions need capture preserve access transform data can’t alone today’s exceptional data challenges require exceptional skills it’s us together we’re next big thing data western digital® datacentric solutions found gtechnology™ hgst sandisk® tegile™ upthere™ wd® brands western digital equal opportunity employer western digital discriminate basis race color ancestry religion including religious dress grooming standards sex including pregnancy childbirth related medical conditions breastfeeding related medical conditions gender including person’s gender identity gender expression genderrelated appearance behavior whether stereotypically associated person’s assigned sex birth age national origin sexual orientation medical condition marital status including domestic partnership status physical disability mental disability medical condition genetic information protected medical family care leave civil air patrol status military veteran status legally protected characteristics also prohibit harassment individual characteristics listed nondiscrimination policy applies aspects employment comply laws regulations set forth equal employment opportunity law poster federal state laws require employers provide reasonable accommodation qualified individuals disabilities please tell us require reasonable accommodation apply job perform job examples reasonable accommodation include making change application process work procedures providing documents alternate format using sign language interpreter using specialized equipment need accommodation assistance career site please contact us staffingsupportwdccom western digital participates everify program us information click este empleador participa everify,3.5,San Jose,10000+ employees,Computer Hardware & Software,Information Technology,1970.0,43.5
data scientist,data scientist trexquant systematic hedge fund use thousands statistical algorithms trade equity markets world develop use machine learning methods discover trading signals effectively combine marketneutral portfolios firm grown significantly recent years increased breadth markets participate well number data sources amounts data use complexity forecasting algorithms member data team trexquant involved parsing analyzing large data sets working discovering obtaining new sources data collaborating alpha strategy research team build predictive machine learning modelsif interested working variety interesting data growing systematic hedge fund invite apply data scientist position responsibilities explore learn wide range data sets data vendors used develop signals systematic quantitative strategies develop framework automatically download monitor hundreds data sources vital trading research parse backtest large data sets gain insight present findings team research implement machine learning techniques identify patterns large data sets create predictive models desired qualifications degree technical discipline computer science mathematics statistics others competency linux bash python sql database experience statistical analysis mining large data sets ability work independently take projects completion ability quickly learn new systems creative thinking strong attention detail critical offered benefits competitive compensation opportunity outstanding monetary success work collaborative friendly environment participate decisionmaking process research direction opportunity lead new ideas,4.0,United States,1 to 50 employees,Investment Banking & Asset Management,Finance,2012.0,43.5
data scientist,deepen understanding usage data across enterprise ameritas fulfilling life daily continuously strive help customers employees enjoy life best reducing uncertainty helping grow assets,3.0,Cincinnati,1001 to 5000 employees,Insurance Agencies & Brokerages,Insurance,1887.0,43.5
data scientist,job introduction fleetcor seeking data scientist support north america fuel business product pricing leadership teams insights gained analyzing business data position located fleetcor’s atlanta headquarters buckhead ga key member north america fuel revenue management team ideal candidate adept using large data sets find opportunities business model process optimization using models test effectiveness different courses action candidate must strong experience using variety data miningdata analysis methods using variety data tools building implementing models usingcreating algorithms creatingrunning simulations heshe must proven ability drive business results data based insights must comfortable working wide range data types requests including financial nonfinancial data right candidate passion discovering solutions hidden large data sets improving business outcomes please note able provide relocation visa assistancetransfer sponsorship time ideal candidate bachelors degree computer science statistics applied math finance related field required master degree preferred years practical experience data processing data mining statistical analysis analytical skills business environment required extensive experience querying databases using advanced statistical techniques r python slq sas etc manipulate data draw insights large data sets knowledge experience variety machine learning techniques clustering decision tree learning neural networks etc realworld applications advanced analytical problem solving skills ability explain complex concepts succinctly effectively experience creating visualizing presenting data insight using tableau excellent oral written communication skills including ability present influence senior executive management highly adaptable comfortable ambiguity ability breakdown broad objectives tactical goals effectively communicate team personal attributes creative problem solver ability quickly grasp business issues situation develop best solution find creative ways solve complex issues among demanding parties achieve “winwin” resolutions ability deal ambiguity adapt easily rapidly changing business conditions comfort working dynamic researchoriented group several ongoing concurrent projects ability design strategize well execute implement results focused accountable strong sense ownership energetic positive contributor fit highly motivated high performance team unquestionable independence integrity individual regarded strong principles adhering firmly principles teamoriented collaborative individual motivated working effectively others forging consensus strong interpersonal skills relationship management company fleetcor technologies nyseflt leading global provider commercial payment solutions company helps businesses sizes better control simplify secure payment fuel toll lodging general payables proprietary payment acceptance networks fleetcor provides affiliated merchants incremental sales loyalty fleetcor serves businesses partners merchants north america latin america europe australasia information please visit wwwfleetcorcom founded headquartered peachtree corners georgia fleetcor generates billion revenue brands fuelman comdata employ valued associates worldwide fleetcor enjoys global recognition including forbes global growth champion – fleetcor one fastest growing companies world determined forbes statista forbes world’s innovative companies – fleetcor made prestigious list leading innovative companies years row fortune company – fleetcor one largest movers new rankings largest companies america rising spots sp – fleetcor joined sp stock index comprised leading us stocks based market cap company value fleetcor culture founded integrity collaboration innovation execution people offers employee opportunity ‘thrive grow’ thru career development volunteer community wellness initiatives…allowing individual create balance professional goals personal achievement equal opportunityaffirmative action employer need reasonable accommodation part employment process please contact local human resources business partner let us know nature request contact information requests accommodation considered casebycase basis please note inquiries concerning request reasonable accommodation responded information commitment equal employment opportunity pay transparency please click following links eeo pay transparency fleetcor,3.7,Atlanta,5001 to 10000 employees,Financial Transaction Processing,Finance,2000.0,43.5
data scientist,job title data scientist job location washington dc usa youll need bachelors degree eight years work experience six years relevant work experience experience working creating data architectures experience using statistical computer languages python scala pyspark java sql etc manipulate data draw insights large data sets experience distributed datacomputing tools tez mapreduce hadoop hive spark etc strong problem solving skills emphasis product development excellent written verbal communication skills coordinating across teams drive learn master new technologies techniques note usc,4.5,Washington,1 to 50 employees,-1,-1,1995.0,43.5
data scientist,child care aware® america nation’s leading voice child care works state local child care resource referral agencies ensure families every local community access quality affordable child care child care aware america committed recruiting retaining diverse workforce mission advance child care system effectively serves children families joining efforts provides powerful opportunity make difference lives families advocate approximately million child care providers united states child care workforce women people color foreignborn despite invaluable service provide percent live federal poverty line join ccaoa help us realize vision every family united states access highquality affordable child care system summary position data scientist responsible gathering data variety sources highlighting key data points advance organization’s mission shehethey determine project design essential identifying solutions complex data problems enhance team’s ability access data new analytical tools data scientist ensure ccaoa’s data available internal external stakeholders present data driven analyses partnership research team position duties responsibilities use various modeling machine learning techniques creatively solve business problems work large growing child care datasets using descriptive statistics data visualization tools create insights existing data drive collection new data instrumentation communicate methodology results advanced analyses using accessible language intuitive data visualizations create reproducible documented analyses models lend automation perform duties tasks assigned required qualification experience masters quantitative discipline computer science bachelors years related experience required years’ experience programming r andor python experience cloudbased google amazon microsoft data science tools experience buildingdeploying ml models aws azure google cloud strong foundation statistical analysis machine learning techniques facility relational columnar nosql database systems experience coping nimbly imperfect data knowledge skills abilities proven experience developing machine learning deep learning systems solve real world problems passionate solving difficult problems creatively excellent communicator listener helps others understand problems solutions someone knows tell story data strong team player enjoys helping teammates succeed,2.8,Arlington,51 to 200 employees,Social Assistance,Non-Profit,1987.0,43.5
data scientist,responsibilities· analyze large datasets glean actionable insights identify emerging opportunities· create metrics measure success products services features· use data mining machine learning skills design develop products drive engagement growth retention monetization· develop deploy scalable classification regression ranking optimization algorithms· work data engineers stakeholders data products pipeline enable automation datadriven products· communicate routine adhoc data analysis results clear insightful actionable way minimum qualifications · babs statistics computer science math related technical fields· years prior research data science engineering experience building implementing recommender systems machine learning modelsalgorithms etc· excellent programming skills ability prototype effective simple complex algorithms collaborate engineering team implement production system· familiarity willingness learn largescale distributed computing tools hadoop hive etc preferred qualifications · phd msc degrees statistics computer science math related technical field · proficient r python · familiar contributed open source machine learning toolsplatforms· first author publications toptier conferences journals powered jazzhr,4.1,Santa Clara,201 to 500 employees,-1,-1,1995.0,43.5
inline inspection data analyst,inline inspection data analyst quest integrity global leader inspection engineering services seeking inline inspection data analystpipeline process analyze data apply accepted engineering practices fitnessforpurpose assessments finalize reports stateoftheart ultrasonic wall thickness geometry inline inspections pipelines provide constructive feedback software development team phases job may carried local regional office regional offices located worldwide client facilities junior midlevel position includes extensive training position based tulsa oklahoma duties responsibilities · initially duties include participation successful completion training program include basic training analysis ultrasonic data acquired inline inspection pipelines introduction accepted engineering practices pipeline industry training analysis processing inline inspection technologies training comparison various inline inspection datasets information records digresults etc · evaluate software provide recommendations drive improvement processes inspection technology software applications related documentation · interface data analysis team provide training bring feedback software development team · process analyze data acquired inline inspection using proprietary software applications · apply accepted engineering practices order assess fitnessforpurpose inspected pipeline · finalize reports communicate client results recommendations · fulfill project management coordination needs requested knowledge skills · minimum high school diploma equivalent education preferred · minimum years’ experience analyzing ili data using ili analysis software ultrasonic technology preferred · capable making independent decisionsrecommendations immediate time dependent consequences associated pipeline integrity · must customer focused excellent attention detail strong ability work team environment · requires excellent ability represent company professional manner regard communicating interfacing clients committed maintaining confidentiality protecting intellectual property · must able pass visual examinations order analyze inspection data nearvision acuity color contrast differentiation · must possess excellent computer skills microsoft suite easily adapt proprietary software applications · must excellent numerical skills · must proficient english verbal written,2.9,Tulsa,201 to 500 employees,Oil & Gas Services,"Oil, Gas, Energy & Utilities",1996.0,43.5
data scientist,contractor shall perform data integration work extract transform load etl data variety formats standardized model provided contractor sponsor requires personnel experience large capability development initiatives entity resolution technologies ability effectively collaborate variety internal external organizations contractor shall write custom code andor integrate open source tools platform exploit visualize data possible contractor shall pull relationships data perform basic entity extraction correlate entities together create custom visualizations data system sponsor define prioritize requirements execution via agile process set technical direction based stakeholder interactions feedback sponsor platform must make data available query manipulation allow analytics comingled data sets scale greatest extent feasible product development initiatives build atop augment existing sponsor investments end contactor shall required work seamlessly contractor teams contractor shall assist sponsor evaluating open source commercial existing solutions available within sponsor’s environment contractor shall identify solutions produce illustrative prototypes work sponsor generate recommendations software product implementation roadmap greatest extent feasible solutions build atop augment existing sponsor investments build robust product contractor shall assist implementation evolving recommendations based outcomes directed sponsor need tssci appropriate poly active clearance expertise following technologies software development areas elasticsearch data integration search discovery operations centos linux javascript ui development mysql oracle dbs sql open source programming packages expertise api design expertise authoring consuming web services expertise entity resolution technologies concepts expertise open source technologies experience pulling together multiple open source modules satisfy system requirement experience securely efficiently facilitating search discovery within large systems “rowlevel” “celllevel” security experience developing web applications expertise requirements definition demonstrated onthejob experience agile methodologies demonstrated onthejob experience performing data migrations related om activities demonstrated experiences highly desired though required include experience expertise developing software using go language google’s open source programming language expertise extraction transformation loading etl disparate datasets demonstrated experience largescale data analytics efforts sponsor organization sponsor partner organizations expertise performing large scale data migrations legacy systems experience information security assessment accreditation process sponsor clearance tssci appropriate polygraph praxis engineering founded headquartered annapolis junction md growing offices chantilly va aberdeen md praxis engineering consulting product solutions firm dedicated practical application software system engineering technologies solve complex problems employees supporting contracts praxis brings together world class engineers proven engineering best practices domain expertise commercial technologies proven agile management approaches create high value solutions aimed helping customers meet critical business mission objectives praxis engineering wholly owned subsidiary general dynamics praxis focused continual learning evolution don’t things “that’s way we’ve always done things” listen employees adapt changing marketplace look big picture encourage engineers get training certifications emerging technologies help shape customer’s mission weve profitable year year always lookout great engineers join team recognize employees heart soul focus recruiting talented people treating right allowing best red tape micromanagement smart people want work smart people love people passionate finding ways better benefits competitive salary office perks free soft drinks snacks healthy notsohealthy praxis swag annual gift certificate purchase top brand praxis apparel comprehensive health insurance plans parental leave k contributionmatch combination profit sharecontribution employer match total annual bonus plan four weeks paid time holidays comp time eligibility training priority take advantage endless inhouse training opportunities seek vendor offered paid training opportunities like conferences certification courses seminars conferences recently attended praxis employees aws summit iot world black hat defcon training certifications splunk aws big datacloudera vmware scrum masterthe list certifications goes praxis university cyber research data analytics iot aws redhat course offerings handson training truly believe right worklife balance exist praxis work extremely important job part enjoy life outside walls youre best next time walk doors assure happens every day praxis engineering provides equal employment opportunities eeo employees applicants employment without regard race color religion sex sexual orientation gender identity national origin disability veteran status protected class,4.7,Chantilly,201 to 500 employees,Computer Hardware & Software,Information Technology,2002.0,43.5
